UniqueID,stds.for.rates
stn4-d4-ara-3-t3,stdbins-gpc2-121213
stn4-d4-ara-x-t0,stdbins-gpc2-121213
stn4-d4-ara-x-t1,stdbins-gpc2-121213
stn4-d4-ara-x-t2,stdbins-gpc2-121213
stn4-d4-ara-x-t3,stdbins-gpc2-121213
stn4-d4-chon-1-t0,stdbins-gpc2-121213
stn4-d4-chon-1-t1,stdbins-gpc2-121213
stn4-d4-chon-1-t2,stdbins-gpc2-121213
stn4-d4-chon-1-t3,stdbins-gpc2-121213
stn4-d4-chon-2-t0,stdbins-gpc2-121213
stn4-d4-chon-2-t1,stdbins-gpc2-121213
stn4-d4-chon-2-t2,stdbins-gpc2-121213
stn4-d4-chon-2-t3,stdbins-gpc2-121213
stn4-d4-chon-3-t0,stdbins-gpc2-121213
stn4-d4-chon-3-t1,stdbins-gpc2-121213
stn4-d4-chon-3-t2,stdbins-gpc2-121213
stn4-d4-chon-3-t3,stdbins-gpc2-121213
stn4-d4-chon-x-t0,stdbins-gpc2-121213
stn4-d4-chon-x-t1,stdbins-gpc2-121213
stn4-d4-chon-x-t2,stdbins-gpc2-121213
stn4-d4-chon-x-t3,stdbins-gpc2-121213
stn4-d4-lam-1-t0,stdbins-gpc2-121213
stn4-d4-lam-1-t1,stdbins-gpc2-121213
stn4-d4-lam-1-t2,stdbins-gpc2-121213
stn4-d4-lam-1-t3,stdbins-gpc2-121213
stn4-d4-lam-2-t0,stdbins-gpc2-121213
stn4-d4-lam-2-t1,stdbins-gpc2-121213
stn4-d4-lam-2-t2,stdbins-gpc2-121213
stn4-d4-lam-2-t3,stdbins-gpc2-121213
stn4-d4-lam-3-t0,stdbins-gpc2-121213
stn4-d4-lam-3-t1,stdbins-gpc2-121213
stn4-d4-lam-3-t2,stdbins-gpc2-121213
stn4-d4-lam-3-t3,stdbins-gpc2-121213
stn4-d4-lam-x-t0,stdbins-gpc2-121213
stn4-d4-lam-x-t1,stdbins-gpc2-121213
stn4-d4-lam-x-t2,stdbins-gpc2-121213
stn4-d4-lam-x-t3,stdbins-gpc2-121213
stn4-d4-pul-1-t0,stdbins-gpc2-121213
stn4-d4-pul-1-t1,stdbins-gpc2-121213
stn4-d4-pul-1-t2,stdbins-gpc2-121213
stn4-d4-pul-1-t3,stdbins-gpc2-121213
stn4-d4-pul-2-t0,stdbins-gpc2-121213
stn4-d4-pul-2-t1,stdbins-gpc2-121213
stn4-d4-pul-2-t2,stdbins-gpc2-121213
stn4-d4-pul-2-t3,stdbins-gpc2-121213
stn4-d4-pul-3-t0,stdbins-gpc2-121213
stn4-d4-pul-3-t1,stdbins-gpc2-121213
stn4-d4-pul-3-t2,stdbins-gpc2-121213
stn4-d4-pul-3-t3,stdbins-gpc2-121213
stn4-d4-pul-x-t0,stdbins-gpc2-121213
stn4-d4-pul-x-t1,stdbins-gpc2-121213
stn4-d4-pul-x-t2,stdbins-gpc2-121213
stn4-d4-pul-x-t3,stdbins-gpc2-121213
stn4-d4-xyl-1-t0,stdbins-gpc2-121213
stn4-d4-xyl-1-t1,stdbins-gpc2-121213
stn4-d4-xyl-1-t2,stdbins-gpc2-121213
stn4-d4-xyl-1-t3,stdbins-gpc2-121213
stn4-d4-xyl-2-t0,stdbins-gpc2-121213
stn4-d4-xyl-2-t1,stdbins-gpc2-121213
stn4-d4-xyl-2-t2,stdbins-gpc2-121213
stn4-d4-xyl-2-t3,stdbins-gpc2-121213
stn4-d4-xyl-3-t0,stdbins-gpc2-121213
stn4-d4-xyl-3-t1,stdbins-gpc2-121213
stn4-d4-xyl-3-t2,stdbins-gpc2-121213
stn4-d4-xyl-3-t3,stdbins-gpc2-121213
stn4-d4-xyl-x-t0,stdbins-gpc2-121213
stn4-d4-xyl-x-t1,stdbins-gpc2-121213
stn4-d4-xyl-x-t2,stdbins-gpc2-121213
stn4-d4-xyl-x-t3,stdbins-gpc2-121213
stn4-d5-fuc-1-t0,stdbins-gpc2-011314
stn4-d5-fuc-1-t1,stdbins-gpc2-011314
stn4-d5-fuc-1-t2,stdbins-gpc2-011314
stn4-d5-fuc-1-t3,stdbins-gpc2-011314
stn4-d5-fuc-2-t0,stdbins-gpc2-011314
stn4-d5-fuc-2-t1,stdbins-gpc2-011314
stn4-d5-fuc-2-t2,stdbins-gpc2-011314
stn4-d5-fuc-2-t3,stdbins-gpc2-011314
stn4-d5-fuc-3-t0,stdbins-gpc2-011314
stn4-d5-fuc-3-t1,stdbins-gpc2-011314
stn4-d5-fuc-3-t2,stdbins-gpc2-011314
stn4-d5-fuc-3-t3,stdbins-gpc2-011314
stn4-d5-fuc-x-t0,stdbins-gpc2-011314
stn4-d5-fuc-x-t1,stdbins-gpc2-011314
stn4-d5-fuc-x-t2,stdbins-gpc2-011314
stn4-d5-fuc-x-t3,stdbins-gpc2-011314
stn4-d5-ara-1-t0,stdbins-gpc2-011314
stn4-d5-ara-1-t1,stdbins-gpc2-011314
stn4-d5-ara-1-t2,stdbins-gpc2-011314
stn4-d5-ara-1-t3,stdbins-gpc2-011314
stn4-d5-ara-2-t0,stdbins-gpc2-011314
stn4-d5-ara-2-t1,stdbins-gpc2-011314
stn4-d5-ara-2-t2,stdbins-gpc2-011314
stn4-d5-ara-2-t3,stdbins-gpc2-011314
stn4-d5-ara-3-t0,stdbins-gpc2-011314
stn4-d5-ara-3-t1,stdbins-gpc2-011314
stn4-d5-ara-3-t2,stdbins-gpc2-011314
stn4-d5-ara-3-t3,stdbins-gpc2-011314
stn4-d5-ara-x-t0,stdbins-gpc2-011314
stn4-d5-ara-x-t1,stdbins-gpc2-011314
stn4-d5-ara-x-t2,stdbins-gpc2-011314
stn4-d5-ara-x-t3,stdbins-gpc2-011314
stn4-d5-chon-1-t0,stdbins-gpc2-011314
stn4-d5-chon-1-t1,stdbins-gpc2-011314
stn4-d5-chon-1-t2,stdbins-gpc2-011314
stn4-d5-chon-1-t3,stdbins-gpc2-011314
stn4-d5-chon-2-t0,stdbins-gpc2-011314
stn4-d5-chon-2-t1,stdbins-gpc2-011314
stn4-d5-chon-2-t2,stdbins-gpc2-011314
stn4-d5-chon-2-t3,stdbins-gpc2-011314
stn4-d5-chon-3-t0,stdbins-gpc2-011314
stn4-d5-chon-3-t1,stdbins-gpc2-011314
stn4-d5-chon-3-t2,stdbins-gpc2-011314
stn4-d5-chon-3-t3,stdbins-gpc2-011314
stn4-d5-chon-x-t0,stdbins-gpc2-011314
stn4-d5-chon-x-t1,stdbins-gpc2-011314
stn4-d5-chon-x-t2,stdbins-gpc2-011314
stn4-d5-chon-x-t3,stdbins-gpc2-011314
stn4-d5-lam-1-t0,stdbins-gpc2-011314
stn4-d5-lam-1-t1,stdbins-gpc2-011314
stn4-d5-lam-1-t2,stdbins-gpc2-011314
stn4-d5-lam-1-t3,stdbins-gpc2-011314
stn4-d5-lam-2-t0,stdbins-gpc2-011314
stn4-d5-lam-2-t1,stdbins-gpc2-011314
stn4-d5-lam-2-t2,stdbins-gpc2-011314
stn4-d5-lam-2-t3,stdbins-gpc2-011314
stn4-d5-lam-3-t0,stdbins-gpc2-011314
stn4-d5-lam-3-t1,stdbins-gpc2-011314
stn4-d5-lam-3-t2,stdbins-gpc2-011314
stn4-d5-lam-3-t3,stdbins-gpc2-011314
stn4-d5-lam-x-t0,stdbins-gpc2-011314
stn4-d5-lam-x-t1,stdbins-gpc2-011314
stn4-d5-lam-x-t2,stdbins-gpc2-011314
stn4-d5-lam-x-t3,stdbins-gpc2-011314
stn4-d5-pul-1-t0,stdbins-gpc2-011314
stn4-d5-pul-1-t1,stdbins-gpc2-011314
stn4-d5-pul-1-t2,stdbins-gpc2-011314
stn4-d5-pul-1-t3,stdbins-gpc2-011314
stn4-d5-pul-2-t0,stdbins-gpc2-011314
stn4-d5-pul-2-t1,stdbins-gpc2-011314
stn4-d5-pul-2-t2,stdbins-gpc2-011314
stn4-d5-pul-2-t3,stdbins-gpc2-011314
stn4-d5-pul-3-t0,stdbins-gpc2-011314
stn4-d5-pul-3-t1,stdbins-gpc2-011314
stn4-d5-pul-3-t2,stdbins-gpc2-011314
stn4-d5-pul-3-t3,stdbins-gpc2-011314
stn4-d5-pul-x-t0,stdbins-gpc2-011314
stn4-d5-pul-x-t1,stdbins-gpc2-011314
stn4-d5-pul-x-t2,stdbins-gpc2-011314
stn4-d5-pul-x-t3,stdbins-gpc2-011314
stn4-d5-xyl-1-t0,stdbins-gpc2-011314
stn4-d5-xyl-1-t1,stdbins-gpc2-011314
stn4-d5-xyl-1-t2,stdbins-gpc2-011314
stn4-d5-xyl-1-t3,stdbins-gpc2-011314
stn4-d5-xyl-2-t0,stdbins-gpc2-011314
stn4-d5-xyl-2-t1,stdbins-gpc2-011314
stn4-d5-xyl-2-t2,stdbins-gpc2-011314
stn4-d5-xyl-2-t3,stdbins-gpc2-011314
stn4-d5-xyl-3-t0,stdbins-gpc2-011314
stn4-d5-xyl-3-t1,stdbins-gpc2-011314
stn4-d5-xyl-3-t2,stdbins-gpc2-011314
stn4-d5-xyl-3-t3,stdbins-gpc2-011314
stn4-d5-xyl-x-t0,stdbins-gpc2-011314
stn4-d5-xyl-x-t1,stdbins-gpc2-011314
stn4-d5-xyl-x-t2,stdbins-gpc2-011314
stn4-d5-xyl-x-t3,stdbins-gpc2-011314
stn7-d0-fuc-1-t0,stdbins-gpc1-063013
stn7-d0-fuc-1-t1,stdbins-gpc1-063013
stn7-d0-fuc-1-t2,stdbins-gpc1-063013
stn7-d0-fuc-1-t3,stdbins-gpc1-063013
stn7-d0-fuc-2-t0,stdbins-gpc1-063013
stn7-d0-fuc-2-t1,stdbins-gpc1-063013
stn7-d0-fuc-2-t2,stdbins-gpc1-063013
stn7-d0-fuc-2-t3,stdbins-gpc1-063013
stn7-d0-fuc-3-t0,stdbins-gpc1-063013
stn7-d0-fuc-3-t1,stdbins-gpc1-063013
stn7-d0-fuc-3-t2,stdbins-gpc1-063013
stn7-d0-fuc-3-t3,stdbins-gpc1-063013
stn7-d0-fuc-x-t0,stdbins-gpc1-063013
stn7-d0-fuc-x-t1,stdbins-gpc1-063013
stn7-d0-fuc-x-t2,stdbins-gpc1-063013
stn7-d0-fuc-x-t3,stdbins-gpc1-063013
stn7-d0-ara-1-t0,stdbins-gpc1-063013
stn7-d0-ara-1-t1,stdbins-gpc1-063013
stn7-d0-ara-1-t2,stdbins-gpc1-063013
stn7-d0-ara-1-t3,stdbins-gpc1-063013
stn7-d0-ara-2-t0,stdbins-gpc1-063013
stn7-d0-ara-2-t1,stdbins-gpc1-063013
stn7-d0-ara-2-t2,stdbins-gpc1-063013
stn7-d0-ara-2-t3,stdbins-gpc1-063013
stn7-d0-ara-3-t0,stdbins-gpc1-063013
stn7-d0-ara-3-t1,stdbins-gpc1-063013
stn7-d0-ara-3-t2,stdbins-gpc1-063013
stn7-d0-ara-3-t3,stdbins-gpc1-063013
stn7-d0-ara-x-t0,stdbins-gpc1-063013
stn7-d0-ara-x-t1,stdbins-gpc1-063013
stn7-d0-ara-x-t2,stdbins-gpc1-063013
stn7-d0-ara-x-t3,stdbins-gpc1-063013
stn7-d0-chon-1-t0,stdbins-gpc1-063013
stn7-d0-chon-1-t1,stdbins-gpc1-063013
stn7-d0-chon-1-t2,stdbins-gpc1-063013
stn7-d0-chon-1-t3,stdbins-gpc1-063013
stn7-d0-chon-2-t0,stdbins-gpc1-063013
stn7-d0-chon-2-t1,stdbins-gpc1-063013
stn7-d0-chon-2-t2,stdbins-gpc1-063013
stn7-d0-chon-2-t3,stdbins-gpc1-063013
stn7-d0-chon-3-t0,stdbins-gpc1-063013
stn7-d0-chon-3-t1,stdbins-gpc1-063013
stn7-d0-chon-3-t2,stdbins-gpc1-063013
stn7-d0-chon-3-t3,stdbins-gpc1-063013
stn7-d0-chon-x-t0,stdbins-gpc1-063013
stn7-d0-chon-x-t1,stdbins-gpc1-063013
stn7-d0-chon-x-t2,stdbins-gpc1-063013
stn7-d0-chon-x-t3,stdbins-gpc1-063013
stn7-d0-lam-1-t0,stdbins-gpc1-063013
stn7-d0-lam-1-t1,stdbins-gpc1-063013
stn7-d0-lam-1-t2,stdbins-gpc1-063013
stn7-d0-lam-1-t3,stdbins-gpc1-063013
stn7-d0-lam-2-t0,stdbins-gpc1-063013
stn7-d0-lam-2-t1,stdbins-gpc1-063013
stn7-d0-lam-2-t2,stdbins-gpc1-063013
stn7-d0-lam-2-t3,stdbins-gpc1-063013
stn7-d0-lam-3-t0,stdbins-gpc1-063013
stn7-d0-lam-3-t1,stdbins-gpc1-063013
stn7-d0-lam-3-t2,stdbins-gpc1-063013
stn7-d0-lam-3-t3,stdbins-gpc1-063013
stn7-d0-lam-x-t0,stdbins-gpc1-063013
stn7-d0-lam-x-t1,stdbins-gpc1-063013
stn7-d0-lam-x-t2,stdbins-gpc1-063013
stn7-d0-lam-x-t3,stdbins-gpc1-063013
stn7-d0-pul-1-t0,stdbins-gpc1-063013
stn7-d0-pul-1-t1,stdbins-gpc1-063013
stn7-d0-pul-1-t2,stdbins-gpc1-063013
stn7-d0-pul-1-t3,stdbins-gpc1-063013
stn7-d0-pul-2-t0,stdbins-gpc1-063013
stn7-d0-pul-2-t1,stdbins-gpc1-063013
stn7-d0-pul-2-t2,stdbins-gpc1-063013
stn7-d0-pul-2-t3,stdbins-gpc1-063013
stn7-d0-pul-3-t0,stdbins-gpc1-063013
stn7-d0-pul-3-t1,stdbins-gpc1-063013
stn7-d0-pul-3-t2,stdbins-gpc1-063013
stn7-d0-pul-3-t3,stdbins-gpc1-063013
stn7-d0-pul-x-t0,stdbins-gpc1-063013
stn7-d0-pul-x-t1,stdbins-gpc1-063013
stn7-d0-pul-x-t2,stdbins-gpc1-063013
stn7-d0-pul-x-t3,stdbins-gpc1-063013
stn7-d0-xyl-1-t0,stdbins-gpc1-063013
stn7-d0-xyl-1-t1,stdbins-gpc1-063013
stn7-d0-xyl-1-t2,stdbins-gpc1-063013
stn7-d0-xyl-1-t3,stdbins-gpc1-063013
stn7-d0-xyl-2-t0,stdbins-gpc1-063013
stn7-d0-xyl-2-t1,stdbins-gpc1-063013
stn7-d0-xyl-2-t2,stdbins-gpc1-063013
stn7-d0-xyl-2-t3,stdbins-gpc1-063013
stn7-d0-xyl-3-t0,stdbins-gpc1-063013
stn7-d0-xyl-3-t1,stdbins-gpc1-063013
stn7-d0-xyl-3-t2,stdbins-gpc1-063013
stn7-d0-xyl-3-t3,stdbins-gpc1-063013
stn7-d0-xyl-x-t0,stdbins-gpc1-063013
stn7-d0-xyl-x-t1,stdbins-gpc1-063013
stn7-d0-xyl-x-t2,stdbins-gpc1-063013
stn7-d0-xyl-x-t3,stdbins-gpc1-063013
stn7-d1-fuc-1-t0,stdbins-gpc1-010914
stn7-d1-fuc-1-t1,stdbins-gpc1-010914
stn7-d1-fuc-1-t2,stdbins-gpc1-010914
stn7-d1-fuc-1-t3,stdbins-gpc1-010914
stn7-d1-fuc-2-t0,stdbins-gpc1-010914
stn7-d1-fuc-2-t1,stdbins-gpc1-010914
stn7-d1-fuc-2-t2,stdbins-gpc1-010914
stn7-d1-fuc-2-t3,stdbins-gpc1-010914
stn7-d1-fuc-3-t0,stdbins-gpc1-010914
stn7-d1-fuc-3-t1,stdbins-gpc1-010914
stn7-d1-fuc-3-t2,stdbins-gpc1-010914
stn7-d1-fuc-3-t3,stdbins-gpc1-010914
stn7-d1-fuc-x-t0,stdbins-gpc1-010914
stn7-d1-fuc-x-t1,stdbins-gpc1-010914
stn7-d1-fuc-x-t2,stdbins-gpc1-010914
stn7-d1-fuc-x-t3,stdbins-gpc1-010914
stn7-d1-ara-1-t0,stdbins-gpc1-010914
stn7-d1-ara-1-t1,stdbins-gpc1-010914
stn7-d1-ara-1-t2,stdbins-gpc1-010914
stn7-d1-ara-1-t3,stdbins-gpc1-010914
stn7-d1-ara-2-t0,stdbins-gpc1-010914
stn7-d1-ara-2-t1,stdbins-gpc1-010914
stn7-d1-ara-2-t2,stdbins-gpc1-010914
stn7-d1-ara-2-t3,stdbins-gpc1-010914
stn7-d1-ara-3-t0,stdbins-gpc1-010914
stn7-d1-ara-3-t1,stdbins-gpc1-010914
stn7-d1-ara-3-t2,stdbins-gpc1-010914
stn7-d1-ara-3-t3,stdbins-gpc1-010914
stn7-d1-ara-x-t0,stdbins-gpc1-010914
stn7-d1-ara-x-t1,stdbins-gpc1-010914
stn7-d1-ara-x-t2,stdbins-gpc1-010914
stn7-d1-ara-x-t3,stdbins-gpc1-010914
stn7-d1-chon-1-t0,stdbins-gpc1-010914
stn7-d1-chon-1-t1,stdbins-gpc1-010914
stn7-d1-chon-1-t2,stdbins-gpc1-010914
stn7-d1-chon-1-t3,stdbins-gpc1-010914
stn7-d1-chon-2-t0,stdbins-gpc1-010914
stn7-d1-chon-2-t1,stdbins-gpc1-010914
stn7-d1-chon-2-t2,stdbins-gpc1-010914
stn7-d1-chon-2-t3,stdbins-gpc1-010914
stn7-d1-chon-3-t0,stdbins-gpc1-010914
stn7-d1-chon-3-t1,stdbins-gpc1-010914
stn7-d1-chon-3-t2,stdbins-gpc1-010914
stn7-d1-chon-3-t3,stdbins-gpc1-010914
stn7-d1-chon-x-t0,stdbins-gpc1-010914
stn7-d1-chon-x-t1,stdbins-gpc1-010914
stn7-d1-chon-x-t2,stdbins-gpc1-010914
stn7-d1-chon-x-t3,stdbins-gpc1-010914
stn7-d1-lam-1-t0,stdbins-gpc1-010914
stn7-d1-lam-1-t1,stdbins-gpc1-010914
stn7-d1-lam-1-t2,stdbins-gpc1-010914
stn7-d1-lam-1-t3,stdbins-gpc1-010914
stn7-d1-lam-2-t0,stdbins-gpc1-010914
stn7-d1-lam-2-t1,stdbins-gpc1-010914
stn7-d1-lam-2-t2,stdbins-gpc1-010914
stn7-d1-lam-2-t3,stdbins-gpc1-010914
stn7-d1-lam-3-t0,stdbins-gpc1-010914
stn7-d1-lam-3-t1,stdbins-gpc1-010914
stn7-d1-lam-3-t2,stdbins-gpc1-010914
stn7-d1-lam-3-t3,stdbins-gpc1-010914
stn7-d1-lam-x-t0,stdbins-gpc1-010914
stn7-d1-lam-x-t1,stdbins-gpc1-010914
stn7-d1-lam-x-t2,stdbins-gpc1-010914
stn7-d1-lam-x-t3,stdbins-gpc1-010914
stn7-d1-pul-1-t0,stdbins-gpc1-010914
stn7-d1-pul-1-t1,stdbins-gpc1-010914
stn7-d1-pul-1-t2,stdbins-gpc1-010914
stn7-d1-pul-1-t3,stdbins-gpc1-010914
stn7-d1-pul-2-t0,stdbins-gpc1-010914
stn7-d1-pul-2-t1,stdbins-gpc1-010914
stn7-d1-pul-2-t2,stdbins-gpc1-010914
stn7-d1-pul-2-t3,stdbins-gpc1-010914
stn7-d1-pul-3-t0,stdbins-gpc1-010914
stn7-d1-pul-3-t1,stdbins-gpc1-010914
stn7-d1-pul-3-t2,stdbins-gpc1-010914
stn7-d1-pul-3-t3,stdbins-gpc1-010914
stn7-d1-pul-x-t0,stdbins-gpc1-010914
stn7-d1-pul-x-t1,stdbins-gpc1-010914
stn7-d1-pul-x-t2,stdbins-gpc1-010914
stn7-d1-pul-x-t3,stdbins-gpc1-010914
stn7-d1-xyl-1-t0,stdbins-gpc1-010914
stn7-d1-xyl-1-t1,stdbins-gpc1-010914
stn7-d1-xyl-1-t2,stdbins-gpc1-010914
stn7-d1-xyl-1-t3,stdbins-gpc1-010914
stn7-d1-xyl-2-t0,stdbins-gpc1-010914
stn7-d1-xyl-2-t1,stdbins-gpc1-010914
stn7-d1-xyl-2-t2,stdbins-gpc1-010914
stn7-d1-xyl-2-t3,stdbins-gpc1-010914
stn7-d1-xyl-3-t0,stdbins-gpc1-010914
stn7-d1-xyl-3-t1,stdbins-gpc1-010914
stn7-d1-xyl-3-t2,stdbins-gpc1-010914
stn7-d1-xyl-3-t3,stdbins-gpc1-010914
stn7-d1-xyl-x-t0,stdbins-gpc1-010914
stn7-d1-xyl-x-t1,stdbins-gpc1-010914
stn7-d1-xyl-x-t2,stdbins-gpc1-010914
stn7-d1-xyl-x-t3,stdbins-gpc1-010914
stn7-d2-fuc-1-t0,stdbins-gpc1-010914
stn7-d2-fuc-1-t1,stdbins-gpc1-010914
stn7-d2-fuc-1-t2,stdbins-gpc1-010914
stn7-d2-fuc-1-t3,stdbins-gpc1-010914
stn7-d2-fuc-2-t0,stdbins-gpc1-010914
stn7-d2-fuc-2-t1,stdbins-gpc1-010914
stn7-d2-fuc-2-t2,stdbins-gpc1-010914
stn7-d2-fuc-2-t3,stdbins-gpc1-010914
stn7-d2-fuc-3-t0,stdbins-gpc1-010914
stn7-d2-fuc-3-t1,stdbins-gpc1-010914
stn7-d2-fuc-3-t2,stdbins-gpc1-010914
stn7-d2-fuc-3-t3,stdbins-gpc1-010914
stn7-d2-fuc-x-t0,stdbins-gpc1-010914
stn7-d2-fuc-x-t1,stdbins-gpc1-010914
stn7-d2-fuc-x-t2,stdbins-gpc1-010914
stn7-d2-fuc-x-t3,stdbins-gpc1-010914
stn7-d2-ara-1-t0,stdbins-gpc1-010914
stn7-d2-ara-1-t1,stdbins-gpc1-010914
stn7-d2-ara-1-t2,stdbins-gpc1-010914
stn7-d2-ara-1-t3,stdbins-gpc1-010914
stn7-d2-ara-2-t0,stdbins-gpc1-010914
stn7-d2-ara-2-t1,stdbins-gpc1-010914
stn7-d2-ara-2-t2,stdbins-gpc1-010914
stn7-d2-ara-2-t3,stdbins-gpc1-010914
stn7-d2-ara-3-t0,stdbins-gpc1-010914
stn7-d2-ara-3-t1,stdbins-gpc1-010914
stn7-d2-ara-3-t2,stdbins-gpc1-010914
stn7-d2-ara-3-t3,stdbins-gpc1-010914
stn7-d2-ara-x-t0,stdbins-gpc1-010914
stn7-d2-ara-x-t1,stdbins-gpc1-010914
stn7-d2-ara-x-t2,stdbins-gpc1-010914
stn7-d2-ara-x-t3,stdbins-gpc1-010914
stn7-d2-chon-1-t0,stdbins-gpc1-010914
stn7-d2-chon-1-t1,stdbins-gpc1-010914
stn7-d2-chon-1-t2,stdbins-gpc1-010914
stn7-d2-chon-1-t3,stdbins-gpc1-010914
stn7-d2-chon-2-t0,stdbins-gpc1-010914
stn7-d2-chon-2-t1,stdbins-gpc1-010914
stn7-d2-chon-2-t2,stdbins-gpc1-010914
stn7-d2-chon-2-t3,stdbins-gpc1-010914
stn7-d2-chon-3-t0,stdbins-gpc1-010914
stn7-d2-chon-3-t1,stdbins-gpc1-010914
stn7-d2-chon-3-t2,stdbins-gpc1-010914
stn7-d2-chon-3-t3,stdbins-gpc1-010914
stn7-d2-chon-x-t0,stdbins-gpc1-010914
stn7-d2-chon-x-t1,stdbins-gpc1-010914
stn7-d2-chon-x-t2,stdbins-gpc1-010914
stn7-d2-chon-x-t3,stdbins-gpc1-010914
stn7-d2-lam-1-t0,stdbins-gpc1-010914
stn7-d2-lam-1-t1,stdbins-gpc1-010914
stn7-d2-lam-1-t2,stdbins-gpc1-010914
stn7-d2-lam-1-t3,stdbins-gpc1-010914
stn7-d2-lam-2-t0,stdbins-gpc1-010914
stn7-d2-lam-2-t1,stdbins-gpc1-010914
stn7-d2-lam-2-t2,stdbins-gpc1-010914
stn7-d2-lam-2-t3,stdbins-gpc1-010914
stn7-d2-lam-3-t0,stdbins-gpc1-010914
stn7-d2-lam-3-t1,stdbins-gpc1-010914
stn7-d2-lam-3-t2,stdbins-gpc1-010914
stn7-d2-lam-3-t3,stdbins-gpc1-010914
stn7-d2-lam-x-t0,stdbins-gpc1-010914
stn7-d2-lam-x-t1,stdbins-gpc1-010914
stn7-d2-lam-x-t2,stdbins-gpc1-010914
stn7-d2-lam-x-t3,stdbins-gpc1-010914
stn7-d2-pul-1-t0,stdbins-gpc1-010914
stn7-d2-pul-1-t1,stdbins-gpc1-010914
stn7-d2-pul-1-t2,stdbins-gpc1-010914
stn7-d2-pul-1-t3,stdbins-gpc1-010914
stn7-d2-pul-2-t0,stdbins-gpc1-010914
stn7-d2-pul-2-t1,stdbins-gpc1-010914
stn7-d2-pul-2-t2,stdbins-gpc1-010914
stn7-d2-pul-2-t3,stdbins-gpc1-010914
stn7-d2-pul-3-t0,stdbins-gpc1-010914
stn7-d2-pul-3-t1,stdbins-gpc1-010914
stn7-d2-pul-3-t2,stdbins-gpc1-010914
stn7-d2-pul-3-t3,stdbins-gpc1-010914
stn7-d2-pul-x-t0,stdbins-gpc1-010914
stn7-d2-pul-x-t1,stdbins-gpc1-010914
stn7-d2-pul-x-t2,stdbins-gpc1-010914
stn7-d2-pul-x-t3,stdbins-gpc1-010914
stn7-d2-xyl-1-t0,stdbins-gpc1-010914
stn7-d2-xyl-1-t1,stdbins-gpc1-010914
stn7-d2-xyl-1-t2,stdbins-gpc1-010914
stn7-d2-xyl-1-t3,stdbins-gpc1-010914
stn7-d2-xyl-2-t0,stdbins-gpc1-010914
stn7-d2-xyl-2-t1,stdbins-gpc1-010914
stn7-d2-xyl-2-t2,stdbins-gpc1-010914
stn7-d2-xyl-2-t3,stdbins-gpc1-010914
stn7-d2-xyl-3-t0,stdbins-gpc1-010914
stn7-d2-xyl-3-t1,stdbins-gpc1-010914
stn7-d2-xyl-3-t2,stdbins-gpc1-010914
stn7-d2-xyl-3-t3,stdbins-gpc1-010914
stn7-d2-xyl-x-t0,stdbins-gpc1-010914
stn7-d2-xyl-x-t1,stdbins-gpc1-010914
stn7-d2-xyl-x-t2,stdbins-gpc1-010914
stn7-d2-xyl-x-t3,stdbins-gpc1-010914
stn7-d3-fuc-1-t0,stdbins-gpc1-010914
stn7-d3-fuc-1-t1,stdbins-gpc1-010914
stn7-d3-fuc-1-t2,stdbins-gpc1-010914
stn7-d3-fuc-1-t3,stdbins-gpc1-010914
stn7-d3-fuc-2-t0,stdbins-gpc1-010914
stn7-d3-fuc-2-t1,stdbins-gpc1-010914
stn7-d3-fuc-2-t2,stdbins-gpc1-010914
stn7-d3-fuc-2-t3,stdbins-gpc1-010914
stn7-d3-fuc-3-t0,stdbins-gpc1-010914
stn7-d3-fuc-3-t1,stdbins-gpc1-010914
stn7-d3-fuc-3-t2,stdbins-gpc1-010914
stn7-d3-fuc-3-t3,stdbins-gpc1-010914
stn7-d3-fuc-x-t0,stdbins-gpc1-010914
stn7-d3-fuc-x-t1,stdbins-gpc1-010914
stn7-d3-fuc-x-t2,stdbins-gpc1-010914
stn7-d3-fuc-x-t3,stdbins-gpc1-010914
stn7-d3-ara-1-t0,stdbins-gpc1-010914
stn7-d3-ara-1-t1,stdbins-gpc1-010914
stn7-d3-ara-1-t2,stdbins-gpc1-010914
stn7-d3-ara-1-t3,stdbins-gpc1-010914
stn7-d3-ara-2-t0,stdbins-gpc1-010914
stn7-d3-ara-2-t1,stdbins-gpc1-010914
stn7-d3-ara-2-t2,stdbins-gpc1-010914
stn7-d3-ara-2-t3,stdbins-gpc1-010914
stn7-d3-ara-3-t0,stdbins-gpc1-010914
stn7-d3-ara-3-t1,stdbins-gpc1-010914
stn7-d3-ara-3-t2,stdbins-gpc1-010914
stn7-d3-ara-3-t3,stdbins-gpc1-010914
stn7-d3-ara-x-t0,stdbins-gpc1-010914
stn7-d3-ara-x-t1,stdbins-gpc1-010914
stn7-d3-ara-x-t2,stdbins-gpc1-010914
stn7-d3-ara-x-t3,stdbins-gpc1-010914
stn7-d3-chon-1-t0,stdbins-gpc1-010914
stn7-d3-chon-1-t1,stdbins-gpc1-010914
stn7-d3-chon-1-t2,stdbins-gpc1-010914
stn7-d3-chon-1-t3,stdbins-gpc1-010914
stn7-d3-chon-2-t0,stdbins-gpc1-010914
stn7-d3-chon-2-t1,stdbins-gpc1-010914
stn7-d3-chon-2-t2,stdbins-gpc1-010914
stn7-d3-chon-2-t3,stdbins-gpc1-010914
